Timestamp,Data
2023-08-02 14:14:47.244174,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 14:14:58.164176,1210	-888	6132	809	-2463	-4925
2023-08-02 14:14:58.197382,-842	-407	4546	-1245	5539	-4099
2023-08-02 14:14:58.230022,-2188	-448	3844	-235	586	-3059
2023-08-02 14:14:58.267010,-3093	-622	3404	313	-5710	-1058
2023-08-02 14:14:58.294879,-1122	-413	5729	585	-2530	669
2023-08-02 14:14:58.332003,-1340	-211	5114	-520	1960	1758
2023-08-02 14:14:58.364907,-1549	-246	4279	-345	-298	2530
2023-08-02 14:14:58.393082,-372	-76	5030	-74	-1906	2907
2023-08-02 14:14:58.422206,83	111	4595	-49	-105	2213
2023-08-02 14:14:58.451073,-41	-168	4359	-111	743	741
2023-08-02 14:14:58.479196,196	-242	5066	-97	225	-693
2023-08-02 14:14:58.512192,185	-240	4718	-432	125	-1134
2023-08-02 14:14:58.541335,92	-130	4757	-337	-186	-724
2023-08-02 14:14:58.570179,369	-20	4927	-78	-632	29
2023-08-02 14:14:58.594374,204	-17	4643	-246	1	575
2023-08-02 14:14:58.623388,187	-198	4638	95	314	363
2023-08-02 14:14:58.651993,277	-339	4816	26	413	-238
2023-08-02 14:14:58.680070,125	-187	4725	-204	478	-683
2023-08-02 14:14:58.712721,146	-152	4744	-412	-267	-502
2023-08-02 14:14:58.737876,239	-4	4939	-286	-400	4
2023-08-02 14:14:58.766723,183	89	4673	-259	-251	461
2023-08-02 14:14:58.795145,77	-189	4732	-150	159	450
2023-08-02 14:14:58.820155,303	-330	4852	81	313	-135
2023-08-02 14:14:58.848147,182	-261	4764	64	425	-594
2023-08-02 14:14:58.877297,11	-152	4632	-398	250	-572
2023-08-02 14:14:58.909213,78	-101	4871	-269	-392	-368
2023-08-02 14:14:58.938183,241	30	4936	-158	-530	299
2023-08-02 14:14:58.963182,250	-39	4643	-318	-36	671
2023-08-02 14:14:58.991210,231	-260	4841	-64	374	173
2023-08-02 14:14:59.020113,250	-388	4808	92	486	-427
2023-08-02 14:14:59.049117,133	-279	4690	-221	317	-681
2023-08-02 14:14:59.082122,148	-125	4731	-372	-162	-532
2023-08-02 14:14:59.106635,108	1	4817	-242	-499	79
